mode,submode,n,m,T,init_len_som_mean,init_len_som_std,final_len_som_mean,final_len_som_std,time_som_total_mean,time_som_total_std,baseline_len_mean,baseline_len_std,baseline_time_mean,baseline_time_std,optimum,deviation_mean,deviation_std
osm,"Saint Petersburg, Russia",200,400,100,22.009636333066986,0.13209780627045514,3.9700025189911434,0.0720388232236605,4.138426780700684,0.7248862042882733,4.0715079285071365,0.0,9.71520447731018,0.008724864067441418,,,
osm,"Saint Petersburg, Russia",200,400,200,21.95031528065295,0.033627246940962675,4.069090127306047,0.11164010954316012,4.223722648620606,0.5919556433817872,4.0715079285071365,0.0,9.610762786865234,0.0872083746324971,,,
osm,"Saint Petersburg, Russia",200,600,100,21.91543813364172,0.1214364354724156,4.0515355189716376,0.09634683035753888,3.6930405616760256,0.27222488922378707,4.0715079285071365,0.0,9.490096378326417,0.05352599553235356,,,
osm,"Saint Petersburg, Russia",200,600,200,21.99328527578468,0.08072215660443015,3.9946618273653387,0.041287112397660045,4.214725637435913,0.5637939226931815,4.0715079285071365,0.0,9.48711700439453,0.0667099124146195,,,
