mode,submode,n,m,T,init_len_som_mean,init_len_som_std,final_len_som_mean,final_len_som_std,time_som_total_mean,time_som_total_std,baseline_len_mean,baseline_len_std,baseline_time_mean,baseline_time_std,optimum,deviation_mean,deviation_std
synthetic,uniform,200,400,100,109.55659697432034,4.448457974073119,11.87594696035512,0.37989492579116646,4.126520395278931,0.7419670232002221,11.279299090330067,0.19812133900272644,12.901378917694093,1.5155156725202843,,,
synthetic,uniform,200,400,200,108.88322133733136,4.609597530386341,11.825380607218912,0.25096268250389614,4.005121755599975,0.5373913463525465,11.279299090330067,0.19812133900272644,13.369279766082764,1.6844264907855873,,,
synthetic,uniform,200,600,100,108.86829462130781,4.57560312473728,11.915763979742467,0.3259070651051522,3.759562587738037,0.5154864826833077,11.279299090330067,0.19812133900272644,12.9875638961792,1.5144020475720903,,,
synthetic,uniform,200,600,200,109.27416923384371,4.992924607025848,11.744255541027874,0.3401458396204935,3.654009246826172,0.35460831624002553,11.279299090330067,0.19812133900272644,13.033818674087524,1.4915856768426925,,,
